"Landscape_Treatment","Edge_Treatment","total","houseloss","carbon","powerloss","environmental","lifeloss","edge","landscape","region"
"l2","e1",5905989.40867723,1694226.18355384,222211.425469643,50745.0088642582,329976.239503612,2796089.56961271,237020.244025522,575720.737647636,"BM"
"l3","e1",5959025.15052303,1658861.7433342,205769.207901209,49045.3965404251,309848.612400675,2687859.31646337,237020.244025522,810620.629857628,"BM"
"l5","e1",5225540.21878348,1275625.01422836,155170.318547407,40710.3515692776,242489.701617258,2160999.80537099,237020.244025522,1113524.78342467,"BM"
"l10","e1",5756735.50751522,1298881.49427072,141984.485320255,38050.9161648909,223696.308166419,2222662.11462947,237020.244025522,1594439.94493794,"BM"
"l15","e1",5904725.97254203,1249118.06156688,136783.490145318,36214.1624965053,213583.183018,2161269.73623672,237020.244025522,1870737.09505308,"BM"
"l0","e2",7181806.38744717,2127760.67256575,300013.960031422,61329.1813069902,427450.928491604,3873458.67637958,391792.968671822,0,"BM"
"l1","e2",5810340.25443009,1673428.23420271,231558.36529314,50065.8130198353,344095.765091323,2783958.55793262,391792.968671822,335440.550218643,"BM"
"l2","e2",5933753.08429022,1631988.44905079,217466.041547116,48398.5493906953,324833.360733438,2743552.97724872,391792.968671822,575720.737647636,"BM"
"l3","e2",5870925.19067307,1541510.84908652,199591.641882384,46420.4673129755,302363.646774367,2578624.98708738,391792.968671822,810620.629857628,"BM"
"l5","e2",5145449.16420915,1153761.06443466,149224.414900999,37361.8703320485,233043.565950219,2066740.49649473,391792.968671822,1113524.78342467,"BM"
"l10","e2",5670869.36221067,1199385.47765734,132985.743729604,35172.7620945668,212344.438582513,2104748.02653688,391792.968671822,1594439.94493794,"BM"
"l15","e2",5852078.1930882,1146173.48868146,128178.705116464,33322.9117883824,202981.265857795,2078891.7579192,391792.968671822,1870737.09505308,"BM"
"l0","e3",7349898.11213307,2128386.81711415,307322.164294624,60401.5974365714,442421.258134344,3880453.77053729,530912.504616094,0,"BM"
"l1","e3",5589924.37507128,1513986.38844939,226688.558191331,48299.6730822203,337309.081795197,2597287.61871841,530912.504616094,335440.550218643,"BM"
"l2","e3",5663474.28199661,1476064.00180143,212408.635816406,46190.9777878671,317428.808440224,2504748.61588695,530912.504616094,575720.737647636,"BM"
"l3","e3",5969298.26093785,1492386.22060393,202904.488197562,45486.4768335545,306200.339600773,2580787.60122831,530912.504616094,810620.629857628,"BM"
"l5","e3",5171050.31020416,1098756.66496384,150707.819003031,36618.96041003,235320.42834918,2005209.14943731,530912.504616094,1113524.78342467,"BM"
"l10","e3",5660119.02055006,1124303.51213756,133528.694748091,33907.0148475522,210703.78177071,2032323.56749212,530912.504616094,1594439.94493794,"BM"
"l15","e3",5837474.74586896,1083522.16348539,129124.034223811,32308.8972033404,204624.439945072,1986245.61134217,530912.504616094,1870737.09505308,"BM"
"l0","e5",6318881.64008715,1626512.2334651,261716.421708269,51142.8670717139,374929.811761721,3265743.06829009,738837.237790252,0,"BM"
"l1","e5",4713220.51111798,1090701.43047634,183334.846255268,39211.0385749749,279501.952641853,2046193.45516065,738837.237790252,335440.550218643,"BM"
"l2","e5",4773852.37396448,1032842.76500953,168447.028871714,36553.4646644153,257888.067721278,1963563.07225965,738837.237790252,575720.737647636,"BM"
"l3","e5",5000376.78218149,1036313.33539231,160225.235393817,35930.9353233494,249190.526863304,1969258.88156083,738837.237790252,810620.629857628,"BM"
"l5","e5",5241617.11201185,1040813.50658964,149027.56548043,35504.9504808824,232375.511658588,1931533.55658739,738837.237790252,1113524.78342467,"BM"
"l10","e5",5347277.11737647,897636.824741827,117024.300659673,28984.1276225391,186369.12442961,1783985.55719463,738837.237790252,1594439.94493794,"BM"
"l15","e5",5602152.16613726,878824.246355799,113487.923016624,27346.8272817076,180223.197566813,1792695.63907299,738837.237790252,1870737.09505308,"BM"
"l0","e10",6003673.65402795,1343102.0037969,273961.779614146,47453.5530098262,378058.60546369,2905502.52126638,1055595.19087701,0,"BM"
"l1","e10",4712126.85190349,911070.520434287,186799.285817085,35145.8740421135,276383.679845005,1911691.75066934,1055595.19087701,335440.550218643,"BM"
"l2","e10",4715512.65882582,854439.050633787,167295.337769767,32508.4398137929,254131.987723233,1775821.91436059,1055595.19087701,575720.737647636,"BM"
"l3","e10",4900389.31775453,853299.598015781,157599.272311607,31587.3696827187,240779.943492224,1750907.31351756,1055595.19087701,810620.629857628,"BM"
"l5","e10",4876365.7147274,738316.545438957,130472.613971425,28316.367075599,202476.241495069,1607663.97244467,1055595.19087701,1113524.78342467,"BM"
"l10","e10",5287630.25369358,725319.735941279,120065.090876419,25705.482238303,186922.067924503,1579582.74089812,1055595.19087701,1594439.94493794,"BM"
"l15","e10",5525226.22588077,704006.927106358,112334.363865855,23516.811354563,173210.584850491,1585825.25277341,1055595.19087701,1870737.09505308,"BM"
"l0","e15",5881170.67892092,1169852.10703483,279736.676177518,43969.7892102969,375073.272106484,2715136.9645257,1297401.86986609,0,"BM"
"l1","e15",4555662.88805797,745922.726401944,181027.332786455,31205.0873479862,268377.808887334,1696287.51254952,1297401.86986609,335440.550218643,"BM"
"l2","e15",4635467.88546933,702322.15234357,162173.561789988,28661.9802500791,242987.281370848,1626200.30220112,1297401.86986609,575720.737647636,"BM"
"l3","e15",4823176.80488095,689332.807286881,153986.177383465,27720.7662620877,231656.485070237,1612458.06915456,1297401.86986609,810620.629857628,"BM"
"l5","e15",4875230.01121895,615760.432328354,128473.653738387,24727.799295862,197652.045660457,1497689.42690513,1297401.86986609,1113524.78342467,"BM"
"l10","e15",5275306.73734117,587008.542456094,114876.809631372,21623.2021771799,173579.674754731,1486376.69351777,1297401.86986609,1594439.94493794,"BM"
"l15","e15",5579072.2445642,595101.356569508,117318.593442081,21281.5494117365,176584.102113361,1500647.67810835,1297401.86986609,1870737.09505308,"BM"
"l0","e0",7372689.25212634,4326258.71152792,650814.69426981,69637.9872706299,1033784.1255059,1292193.73355208,0,0,"TAS"
"l1","e0",7925636.98492917,4337125.75506853,643499.683051261,68577.3122359411,1020392.15402578,1264507.73704146,0,591534.343506195,"TAS"
"l2","e0",7984637.01621481,4311152.21540996,636583.361700758,68064.1756553721,1015150.48894291,1241309.69097353,0,712377.083532274,"TAS"
"l3","e0",7941638.86848737,4197720.09335381,629624.984677583,66689.1243487261,1012994.91668433,1235766.02815083,0,798843.721272083,"TAS"
"l5","e0",7902382.93538668,4088198.1733416,622195.718129156,67013.0568196872,1004114.28548191,1180263.76307474,0,940597.938539588,"TAS"
"l10","e0",7847906.73517367,3977273.54307294,606206.911890072,63794.2775867514,972637.847150451,1109861.78147035,0,1118132.3740031,"TAS"
"l15","e0",7506063.80204348,3700822.77167141,589544.831120743,63215.6351558326,949115.339711433,1021641.61202027,0,1181723.6123638,"TAS"
"l0","e1",7464685.12595407,3836867.73792051,635547.868364815,66304.1328307046,1018800.31493864,1114042.51483034,793122.557069051,0,"TAS"
"l1","e1",7960765.11465777,3798048.75564656,625561.942905571,65672.7863405413,1011186.80435209,1075637.92483776,793122.557069051,591534.343506195,"TAS"
"l2","e1",8064317.90991412,3804220.22150215,620183.681899941,65568.7142531064,997673.02054077,1071172.63111683,793122.557069051,712377.083532274,"TAS"
"l3","e1",8073422.95509209,3771131.27314703,618290.701471735,64053.5649902419,994077.715286687,1033903.42185527,793122.557069051,798843.721272083,"TAS"
"l5","e1",8110663.4270358,3701553.0560301,609286.284861708,63338.1049466636,980928.045810233,1021837.43977845,793122.557069051,940597.938539588,"TAS"
"l10","e1",8041680.14787958,3530858.88027936,593563.624724757,61525.3103464732,951507.015566598,992970.385890234,793122.557069051,1118132.3740031,"TAS"
"l15","e1",7740002.94517604,3301243.09059202,579390.113374239,60870.2736807325,935212.944737927,888440.353358267,793122.557069051,1181723.6123638,"TAS"
"l0","e2",7377620.38534916,3514565.86911116,618911.767390509,65086.4000967761,992005.861957107,982945.364969195,1204105.12182441,0,"TAS"
"l1","e2",7950258.40317456,3518619.10636656,611414.460896724,63695.6238271169,991189.570608331,969700.176145221,1204105.12182441,591534.343506195,"TAS"
